1,139.5,78.5
2,137.5,79.5
3,135.5,78.5
4,134.5,78.5
5,130.5,78.5
6,124.5,75.5
7,122.5,74.5
8,117.5,72.5
9,114.5,70.5
10,113.5,70.5
11,116.5,69.5
12,112.5,67.5
13,108.5,68.5
